"id","original_id","name","type_base","media_id","dillution","replicates","confirmation","confirmation_type","confirmation_script","confirmation_support","type","meta_assays","max_count","min_count","script","custom_fields","duration","start_from","active","hide_report","show_conf_table","confirmation_init","confirmation_depth","uses_indicator","uses_trip_indicator","article_code","billable"
"41","41","STEC | PCR","5","[""90"",""102"",""113""]","0","0","0","1","[]","[]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ033"",""conform"":""Conform"",""referentiemethode"":""ISO 13136"",""raportnaam"":""Shigatoxine producerende Escherichia coli"",""temp"":""37"",""resultin"":""25 gram"",""raportnaamEng"":""Shigatoxin producing Escherichia coli"",""techniekEng"":""Real-Time PCR"",""conformEng"":""In accordance with"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":""STEC"",""Analysenaam_Etiket_zakken"":""STEC - PCR"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag""}","1","i","0","0","NULL","0","5","1","1","","1"
"42","42","Thermotolerante coliformen 44°C (VRBL)","1","[""29""]","1","0","1","1","[{""chainId"":1,""mediaId"":""41"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ007"",""conform"":""Eigen methode"",""referentiemethode"":"""",""raportnaam"":""Thermotolerante coliformen"",""temp"":""44"",""resultin"":""kve"",""raportnaamEng"":""Thermotolerant coliforms"",""techniekEng"":""Colony count"",""conformEng"":""In-house method"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""VRBL"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","6","0","5","1","1","","1"
"43","43","Groeiremmende stoffen","3","[""82""]","0","0","0","1","[]","[]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":"""",""internrefnummer"":"""",""conform"":""Eigen methode"",""referentiemethode"":"""",""raportnaam"":""Groeiremmende stoffen"",""temp"":""55"",""resultin"":"""",""raportnaamEng"":""Antibacterial factors"",""techniekEng"":"""",""conformEng"":""In-house method"",""resultinEng"":"""",""korteNaamEtiket_platen"":""PCA BAST"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","NULL","0","5","1","1","","1"
"44","44","Escherichia coli (Q) (MPN)","6","[""94"",""95""]","0","0","0","1","[]","[]","3","","0","0","file:mpn","{""accred"":""Q"",""techniek"":""MPN methode"",""internrefnummer"":""MIC03-MAZ005"",""conform"":""Conform"",""referentiemethode"":""ISO 9308-3"",""raportnaam"":""Escherichia coli MPN"",""temp"":""44"",""resultin"":""kve\/100 ml"",""raportnaamEng"":""Escherichia coli MPN"",""techniekEng"":""MPN method"",""conformEng"":""in accordance with"",""resultinEng"":""cfu\/100 ml"",""korteNaamEtiket_platen"":""MPN"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","NULL","0","5","1","1","","1"
"45","45","Sporen van sulfiet reducerende Clostridia / 100ml (TSC) ","4","[""32""]","0","0","0","1","[]","[]","1","","100","10","file:maz7218","{""accred"":"""",""techniek"":""Filtratie"",""internrefnummer"":"""",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6461-2"",""raportnaam"":""Sporen van sulfiet reducerende Clostridia"",""temp"":""37"",""resultin"":""kve\/100 ml"",""raportnaamEng"":""Spores of sulphite-reducing Clostridia"",""techniekEng"":""Filtration"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu\/100 ml"",""korteNaamEtiket_platen"":""TSC - sporen"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","NULL","0","5","1","1","","1"
"46","46","Salmonella spp. | PCR (QG)","5","[""90"",""93"",""102""]","0","0","0","0","[]","[]","2","","1","0","$analyseIsPCR=True
$bijPositiefNietOpRapport=True
$toonMeldingIndienPositief=Vervolg deze analyse met de klassieke Salmonella kweek methode. Voeg deze analyse zelf handmatig toe aan dit monster.
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6579"",""raportnaam"":""Salmonella spp.  |  PCR"",""temp"":""37"",""resultin"":""25 gram"",""raportnaamEng"":""Salmonella spp.  |  PCR"",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":""SA-PCR"",""Analysenaam_Etiket_zakken"":""Salmonella 25 gram - PCR"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag""}","1","i","0","0","NULL","0","5","1","1","","1"
"47","47","Sulfiet reducerende clostridia (TSC)","1","[""32""]","1","0","0","1","[]","[]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":"""",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 15213"",""raportnaam"":""Sulfiet reducerende Clostridia"",""temp"":""37"",""resultin"":""kve"",""raportnaamEng"":""Sulfite reducing Clostridia"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""TSC"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","NULL","0","5","1","1","","1"
"48","48","Enterococcen (KAA)","1","[""36""]","1","0","0","1","[]","[]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":"""",""conform"":""Eigen methode"",""referentiemethode"":"""",""raportnaam"":""Enterococcen"",""temp"":""37"",""resultin"":""kve"",""raportnaamEng"":""Enterococci"",""techniekEng"":""Colony count"",""conformEng"":""In-house method"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""KAA"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","NULL","0","5","1","1","","1"
"49","49","pH-meting","7","[]","0","0","0","1","[]","[]","3","","0","0","file:ph","{""accred"":"""",""techniek"":""pH meting"",""internrefnummer"":"""",""conform"":""Eigen methode"",""referentiemethode"":"""",""raportnaam"":""pH meting"",""temp"":"""",""resultin"":""pH"",""raportnaamEng"":""pH measurement"",""techniekEng"":"""",""conformEng"":""In-house method"",""resultinEng"":""pH"",""korteNaamEtiket_platen"":""pH"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","r","0","0","NULL","0","5","1","1","","1"
"51","51","Escherichia coli / 250ml (QC) (TTC)","4","[""58""]","0","0","1","1","[{""chainId"":1,""mediaId"":""38"",""disposition"":""-""},{""chainId"":2,""mediaId"":""42"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","1","","100","10","file:maz7218","{""accred"":""Q"",""techniek"":""Filtratie"",""internrefnummer"":""MIC03-MAZ003"",""conform"":""Conform"",""referentiemethode"":""ISO 9308-1:2000 "",""raportnaam"":""Escherichia coli"",""temp"":""36"",""resultin"":""kve\/250 ml"",""raportnaamEng"":""Escherichia coli"",""techniekEng"":""Filtration"",""conformEng"":""In accordance with"",""resultinEng"":""cfu\/250 ml"",""korteNaamEtiket_platen"":""TTC - E. coli"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","15","0","5","1","1","","1"
"52","52","Coliformen / 250ml (QC) (TTC)","4","[""58""]","0","0","1","1","[{""chainId"":1,""mediaId"":""41"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","1","","100","10","file:maz7218","{""accred"":""Q"",""techniek"":""Filtratie"",""internrefnummer"":""MIC03-MAZ003"",""conform"":""Conform"",""referentiemethode"":""ISO 9308-1:2000 "",""raportnaam"":""Coliformen"",""temp"":""36"",""resultin"":""kve\/250 ml"",""raportnaamEng"":""Coliforms"",""techniekEng"":""Filtration"",""conformEng"":""In accordance with"",""resultinEng"":""cfu\/250 ml"",""korteNaamEtiket_platen"":""TTC - Coliformen"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","14","0","5","1","1","","1"
"53","53","Enterococcen / 250ml (QC) (S&B)","4","[""59""]","0","0","1","1","[{""chainId"":1,""mediaId"":""68"",""disposition"":""+""}]","[]","1","","100","10","file:maz7218","{""accred"":""Q"",""techniek"":""Filtratie"",""internrefnummer"":""MIC03-MAZ004"",""conform"":""Conform"",""referentiemethode"":""ISO 7899-2 "",""raportnaam"":""Enterococcen"",""temp"":""37"",""resultin"":""kve\/250 ml"",""raportnaamEng"":""Enterococci"",""techniekEng"":""Filtration"",""conformEng"":""In accordance with"",""resultinEng"":""cfu\/250 ml"",""korteNaamEtiket_platen"":""S&B"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","18","0","5","1","1","","1"
"54","54","Pseudomonas / 250ml (CFC)","4","[""33""]","0","0","1","1","[{""chainId"":1,""mediaId"":""38"",""disposition"":""+""},{""chainId"":2,""mediaId"":""37"",""disposition"":""-""}]","[]","1","","100","10","file:maz7218","{""accred"":"""",""techniek"":""Filtratie"",""internrefnummer"":"""",""conform"":""Conform"",""referentiemethode"":""ISO 16266"",""raportnaam"":""Pseudomonas spp."",""temp"":""25"",""resultin"":""kve\/250 ml"",""raportnaamEng"":""Pseudomonas spp."",""techniekEng"":""Filtration"",""conformEng"":""In accordance with"",""resultinEng"":""cfu\/250 ml"",""korteNaamEtiket_platen"":""CFC"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","NULL","0","5","1","1","","1"
"55","55","Thermofiele Acidofiele Bacilli - TAB | aan/afw","3","[""86"",""61""]","0","0","1","0","[{""chainId"":1,""mediaId"":""64"",""disposition"":""-""},{""chainId"":2,""mediaId"":""111"",""disposition"":""+""},{""chainId"":3,""mediaId"":""62"",""disposition"":""?""},{""chainId"":4,""mediaId"":""63"",""disposition"":""?""}]","[]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":"""",""conform"":""Conform"",""referentiemethode"":""IFU 12 Methode "",""raportnaam"":""Thermofiele Acidofiele Bacilli"",""temp"":""45"",""resultin"":""10 gram"",""raportnaamEng"":""Thermophilic Acidophilic Bacilli"",""techniekEng"":""Presence\/absence"",""conformEng"":""In accordance with"",""resultinEng"":""10 grams"",""korteNaamEtiket_platen"":""TAB"",""Analysenaam_Etiket_zakken"":""TAB - AAN\/AF"",""Medianaam_Etiket_zakken"":""Steriel demiwater"",""Ophoping_incubatietijd_Etiket_zakken"":""5 dagen""}","10","i","0","0","16","0","5","1","1","","1"
"56","56","Alicyclobacillus spp. | PCR","5","[""90"",""102"",""114""]","0","0","0","1","[]","[]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":"""",""techniek"":""Real-Time PCR"",""internrefnummer"":"""",""conform"":""Eigen methode"",""referentiemethode"":"""",""raportnaam"":""Alicyclobacillus spp."",""temp"":""45"",""resultin"":""10 gram"",""raportnaamEng"":""Alicyclobacillus spp."",""techniekEng"":""Real-Time PCR"",""conformEng"":""In-house method"",""resultinEng"":""10 grams"",""korteNaamEtiket_platen"":""ACB"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","NULL","0","5","1","1","","1"
"57","57","Alicyclobacillus acidoterrestris | PCR","5","[""90"",""102"",""114""]","0","0","0","1","[]","[]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":"""",""techniek"":""Real-Time PCR"",""internrefnummer"":"""",""conform"":""Eigen methode"",""referentiemethode"":"""",""raportnaam"":""Alicyclobacillus acidoterrestris"",""temp"":""45"",""resultin"":""10 gram"",""raportnaamEng"":""Alicyclobacillus acidoterrestris"",""techniekEng"":""Real-Time PCR"",""conformEng"":""In-house method"",""resultinEng"":""10 grams"",""korteNaamEtiket_platen"":""ACB"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","NULL","0","5","1","1","","1"
"58","58","Aëromonas spp. / 100ml (ADA)","4","[""89""]","0","0","1","1","[{""chainId"":1,""mediaId"":""38"",""disposition"":""+""},{""chainId"":2,""mediaId"":""37"",""disposition"":""+""}]","[]","1","","100","10","file:maz7218","{""accred"":"""",""techniek"":""Filtratiemethode"",""internrefnummer"":"""",""conform"":""Eigen methode"",""referentiemethode"":"""",""raportnaam"":""A\u00ebromonas"",""temp"":""37"",""resultin"":""kve\/100 ml"",""raportnaamEng"":""Aeromonas spp."",""techniekEng"":""Filtration"",""conformEng"":""In-house method"",""resultinEng"":""cfu\/100 ml"",""korteNaamEtiket_platen"":""ADA"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","NULL","0","5","1","1","","1"
"59","59","Aëroob psychrotroof kiemgetal 22°C (vis) (PCA)","1","[""21""]","1","0","0","1","[]","[]","1","","300","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":"""",""conform"":""Eigen methode"",""referentiemethode"":"""",""raportnaam"":""Psychrotroof kiemgetal 22\u00b0C"",""temp"":""22"",""resultin"":""kve"",""raportnaamEng"":""Psychrotrophic viable count 22\u00b0C"",""techniekEng"":""Colony count"",""conformEng"":""In-house method"",""resultinEng"":""cfu"",""korteNaamEtiket"":""PCA"",""korteNaamEtiket_zakken"":""PFZ""}","5","i","0","0","NULL","0","5","1","1","","1"
"60","60","Listeria monocytogenes | aan/afw","3","[""71"",""75"",""69"",""74""]","0","0","1","0","[{""chainId"":1,""mediaId"":""40"",""disposition"":""+""},{""chainId"":2,""mediaId"":""44"",""disposition"":""+""},{""chainId"":3,""mediaId"":""43"",""disposition"":""+""},{""chainId"":4,""mediaId"":""45"",""disposition"":""+""},{""chainId"":5,""mediaId"":""46"",""disposition"":""-""}]","[]","2","","1","0","file:maz7218grens","{""accred"":"""",""techniek"":""Grensreactie"",""internrefnummer"":""MIC01-MAZ014"",""conform"":""Conform"",""referentiemethode"":""ISO 11290-1:1996"",""raportnaam"":""Listeria monocytogenes  |  kweek"",""temp"":""30"",""resultin"":""25 gram"",""raportnaamEng"":""Listeria monocytogenes  |  culture"",""techniekEng"":""Presence\/absence"",""conformEng"":""In accordance with"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":""LIST"",""Analysenaam_Etiket_zakken"":""Listeria mono - AAN\/AFW"",""Medianaam_Etiket_zakken"":""Fraser HALF"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag""}","5","i","0","0","8","0","5","1","1","","1"
"61","61","Aëroob kiemgetal 30°C (PCA)","1","[""21""]","1","0","0","1","[]","[]","1","","300","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ008"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 4883-1"",""raportnaam"":""A\u00ebroob kiemgetal 30\u00b0C"",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Total viable count 30\u00b0C"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""PCA"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","3","i","0","0","NULL","0","5","1","1","","1"
"62","62","Enterobacteriaceae (VRBG)","1","[""22""]","1","0","1","1","[{""chainId"":1,""mediaId"":""38"",""disposition"":""-""},{""chainId"":2,""mediaId"":""37"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ011"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 21528-2"",""raportnaam"":""Enterobacteriaceae"",""temp"":""37"",""resultin"":""kve"",""raportnaamEng"":""Enterobacteriaceae"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""VRBG"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","7","0","5","1","1","","1"
"63","63","Gisten (OGY)","1","[""23"",""86""]","1","0","0","1","[]","[]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ013"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 7954:1987"",""raportnaam"":""Gisten"",""temp"":""25"",""resultin"":""kve"",""raportnaamEng"":""Yeasts"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""OGY-G"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","5","i","0","0","NULL","0","5","1","1","","1"
"64","64","Schimmels (OGY)","1","[""23"",""86""]","1","0","0","1","[]","[]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ013"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 7954:1987"",""raportnaam"":""Schimmels"",""temp"":""25"",""resultin"":""kve"",""raportnaamEng"":""Moulds"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""OGY-S"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","5","i","0","0","NULL","0","5","1","1","","1"
"65","65","Escherichia coli (TBX)","1","[""24""]","1","0","0","1","[]","[]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ024"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 16649-2"",""raportnaam"":""Escherichia coli"",""temp"":""44"",""resultin"":""kve"",""raportnaamEng"":""Escherichia coli"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""TBX"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","1","i","0","0","NULL","0","5","1","1","","1"
"66","66","Coagulase positieve staphylococcen (BP)","1","[""26""]","1","0","1","1","[{""chainId"":1,""mediaId"":""55"",""disposition"":""+""}]","[]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ010"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6888-1"",""raportnaam"":""Coagulase positieve staphylococcen"",""temp"":""37"",""resultin"":""kve"",""raportnaamEng"":""Coagulase positive staphylococci"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""BP"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","12","0","5","1","1","","1"
"67","67","Bacillus spp. (MYP)","1","[""25""]","1","0","1","1","[{""chainId"":1,""mediaId"":""40"",""disposition"":""-""}]","[]","1","","150","10","file:maz7218","{""accred"":"""",""techniek"":""Telplaat"",""internrefnummer"":""MIC01-MAZ012"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 7932"",""raportnaam"":""Bacillus species"",""temp"":""30"",""resultin"":""kve"",""raportnaamEng"":""Bacillus species"",""techniekEng"":""Colony count"",""conformEng"":""Equivalent to"",""resultinEng"":""cfu"",""korteNaamEtiket_platen"":""MYP"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","2","i","0","0","NULL","0","5","1","1","","1"
"68","68","Aëroob Kiemgetal Karkas Rund/Schaap/Geit/Paard (QC) (PCA) - karkas","1","[""21""]","1","0","0","1","[]","[]","1","","300","10","file:mazKarkasKiem","{""accred"":""Q"",""techniek"":""Telpaat"",""internrefnummer"":""MIC01-MAZ008"",""conform"":""Conform"",""referentiemethode"":""ISO 4833-1"",""raportnaam"":""A\u00ebroob kiemgetal"",""temp"":""30"",""resultin"":""log\/cm2"",""raportnaamEng"":""Total viable count 30\u00b0C"",""techniekEng"":""Colony count"",""conformEng"":""In accordance with"",""resultinEng"":""log\/cm2"",""korteNaamEtiket_platen"":""PCA"",""Analysenaam_Etiket_zakken"":"""",""Medianaam_Etiket_zakken"":"""",""Ophoping_incubatietijd_Etiket_zakken"":""""}","3","i","0","0","NULL","0","5","1","1","","1"
